,ons_code,euref,mp_x,constituency,revoke_sign_count,nodeal_sign_count,election,electorate,majority,resultOfElection,turnout,mp_name,mp_name_match,iv2_e,mp_y,iv2_c,iv2_d,iv2_g,iv1_b,iv1_d,iv1_h,iv1_j,iv1_k,iv1_l,iv1_m,iv1_o,mv3,mv2,mv1
483,W07000064,0.4537013739,Ben Lake MP,Ceredigion,6833,619,2017 General Election,54262,104,PC Gain,39767,Ben Lake,84.0,AyeVote,Ben Lake,,AyeVote,AyeVote,NoVote,AyeVote,,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
484,E14000746,0.453367357,Guy Opperman MP,Hexham,7334,743,2017 General Election,61053,9236,Con Hold,46224,Guy Opperman,89.0,NoVote,Guy Opperman,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
485,E14000619,0.453274048,Rosie Duffield MP,Canterbury,12622,929,2017 General Election,78182,187,Lab Gain,56800,Rosie Duffield,90.0,AyeVote,Rosie Duffield,AyeVote,,AyeVote,NoVote,,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
486,E14000937,0.453048188,Lucy Frazer MP,South East Cambridgeshire,14617,921,2017 General Election,86121,16158,Con Hold,63002,Lucy Frazer,88.0,NoVote,Lucy Frazer,,NoVote,NoVote,NoVote,NoVote,NoVote,,NoVote,NoVote,NoVote,,AyeVote,AyeVote,AyeVote
487,S14000013,0.451108539,Mr Alister Jack MP,Dumfries and Galloway,5405,555,2017 General Election,74206,5643,Con Gain,51599,Mr Alister Jack,91.0,NoVote,Mr Alister Jack,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote
488,E14000732,0.45056243167953736,Gareth Thomas MP,Harrow West,8044,293,2017 General Election,69797,13314,Lab Hold,50355,Gareth Thomas,90.0,AyeVote,Gareth Thomas,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
489,E14000803,0.450257011,Rt Hon Theresa May MP,Maidenhead,11425,787,2017 General Election,76076,26457,Con Hold,58239,Mrs Theresa May,67.0,,Mrs Theresa May,,,,,,,,,,,,AyeVote,AyeVote,AyeVote
490,E14000631,0.4498498396,Rt Hon Dame Cheryl Gillan MP,Chesham and Amersham,11418,819,2017 General Election,71654,22140,Con Hold,55252,Dame Cheryl Gillan,78.0,NoVote,Dame Cheryl Gillan,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
491,E14000698,0.448278936,Rt Hon Ben Bradshaw MP,Exeter,12506,776,2017 General Election,77330,16117,Lab Hold,55423,Mr Ben Bradshaw,70.0,AyeVote,Mr Ben Bradshaw,AyeVote,AyeVote,AyeVote,NoVote,,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
492,S14000027,0.4476279944,Angus Brendan MacNeil MP,Na h-Eileanan an Iar,2010,168,2017 General Election,21301,1007,SNP Hold,14818,Angus Brendan MacNeil,93.0,,Angus Brendan MacNeil,,,,NoVote,,NoVote,,,AyeVote,,NoVote,NoVote,NoVote,NoVote
493,E14001044,0.44690199582960977,Margaret Greenwood MP,Wirral West,6463,649,2017 General Election,55995,5365,Lab Hold,43951,Margaret Greenwood,92.0,AyeVote,Margaret Greenwood,AyeVote,AyeVote,,NoVote,,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
494,E14000823,0.4468652380668139,Siobhain McDonagh MP,Mitcham and Morden,8637,394,2017 General Election,68705,21375,Lab Hold,48118,Siobhain McDonagh,92.0,AyeVote,Siobhain McDonagh,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
495,E14001062,0.446677162,Julian Sturdy MP,York Outer,9223,821,2017 General Election,75835,8289,Con Hold,57427,Julian Sturdy,90.0,NoVote,Julian Sturdy,NoVote,,NoVote,,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,NoVote
496,E14001004,0.446463372,Rt Hon Greg Clark MP,Tunbridge Wells,12140,845,2017 General Election,74782,16465,Con Hold,54209,Greg Clark,67.0,,Greg Clark,,,,,,,,,,,,AyeVote,AyeVote,AyeVote
497,S14000014,0.446451668,Rt Hon David Mundell MP,"Dumfriesshire, Clydesdale and Tweeddale",6587,492,2017 General Election,67672,9441,Con Hold,48964,David Mundell,72.0,,David Mundell,,,,,,,,,,,,AyeVote,AyeVote,AyeVote
498,S14000037,0.442859814,Colin Clark MP,Gordon,7817,495,2017 General Election,78531,2607,Con Gain,53685,Colin Clark,88.0,NoVote,Colin Clark,NoVote,NoVote,NoVote,NoVote,NoVote,,,NoVote,NoVote,NoVote,,AyeVote,AyeVote,AyeVote
499,E14001047,0.442519336,Mr Jonathan Lord MP,Woking,11732,782,2017 General Election,76170,16724,Con Hold,55246,Mr Jonathan Lord,91.0,NoVote,Mr Jonathan Lord,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote
500,S14000006,0.441115509,Bill Grant MP,"Ayr, Carrick and Cumnock",4998,430,2017 General Election,71241,2774,Con Gain,46222,Bill Grant,87.0,NoVote,Bill Grant,NoVote,AyeVote,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
501,E14000916,0.440885873,Bill Esterson MP,Sefton Central,7015,590,2017 General Election,69019,15618,Lab Hold,52079,Bill Esterson,90.0,AyeVote,Bill Esterson,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
502,S14000030,0.4383731411,David Linden MP,Glasgow East,4293,245,2017 General Election,66242,75,SNP Hold,36166,David Linden,89.0,AyeVote,David Linden,,AyeVote,AyeVote,NoVote,,NoVote,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
503,W07000079,0.438226362,Kevin Brennan MP,Cardiff West,9975,451,2017 General Election,66775,12551,Lab Hold,46629,Kevin Brennan,90.0,AyeVote,Kevin Brennan,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
504,E14000597,0.435923134,Lloyd Russell-Moyle MP,"Brighton, Kemptown",12834,656,2017 General Election,67893,9868,Lab Gain,49207,Lloyd Russell-Moyle,93.0,AyeVote,Lloyd Russell-Moyle,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
505,S14000055,0.434930294,Rt Hon Ian Blackford MP,"Ross, Skye and Lochaber",7569,385,2017 General Election,53638,5919,SNP Hold,38454,Ian Blackford,72.0,AyeVote,Ian Blackford,,AyeVote,AyeVote,NoVote,,NoVote,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
506,W07000047,0.434007848,Geraint Davies MP,Swansea West,6177,510,2017 General Election,56892,10598,Lab Hold,37282,Geraint Davies,90.0,AyeVote,Geraint Davies,AyeVote,,AyeVote,NoVote,,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
507,E14000641,0.43336734,Dr Roberta Blackman-Woods MP,City of Durham,7369,745,2017 General Election,71132,12364,Lab Hold,48324,Dr Roberta Blackman-Woods,94.0,AyeVote,Dr Roberta Blackman-Woods,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
508,E14000760,0.433097999,Mike Gapes MP,Ilford South,5428,216,2017 General Election,82487,31647,Lab Hold,57657,Mike Gapes,87.0,AyeVote,Mike Gapes,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
509,E14000593,0.43308903152905726,Ruth Cadbury MP,Brentford and Isleworth,16861,516,2017 General Election,85164,12182,Lab Hold,61629,Ruth Cadbury,89.0,AyeVote,Ruth Cadbury,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
510,S14000041,0.43261454,Lesley Laird MP,Kirkcaldy and Cowdenbeath,6224,373,2017 General Election,72721,259,Lab Gain,46193,Lesley Laird,89.0,AyeVote,Lesley Laird,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
511,S14000044,0.432609029,Hannah Bardell MP,Livingston,8101,458,2017 General Election,81208,3878,SNP Hold,52505,Hannah Bardell,90.0,AyeVote,Hannah Bardell,,AyeVote,AyeVote,NoVote,,NoVote,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
512,S14000008,0.432586813,John Lamont MP,"Berwickshire, Roxburgh and Selkirk",6995,552,2017 General Election,73191,11060,Con Gain,52367,John Lamont,88.0,NoVote,John Lamont,NoVote,NoVote,NoVote,,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,,AyeVote,AyeVote,NoVote
513,S14000001,0.430922087,Kirsty Blackman MP,Aberdeen North,7685,283,2017 General Election,62130,4139,SNP Hold,36757,Kirsty Blackman,91.0,AyeVote,Kirsty Blackman,,AyeVote,AyeVote,NoVote,,NoVote,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
514,E14000742,0.430858202,John Howell MP,Henley,12817,815,2017 General Election,74997,22294,Con Hold,57099,John Howell,88.0,NoVote,John Howell,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,,NoVote,AyeVote,AyeVote,AyeVote
515,E14000630,0.428989761,Alex Chalk MP,Cheltenham,12164,802,2017 General Election,78878,2569,Con Hold,57012,Alex Chalk,87.0,,Alex Chalk,AyeVote,NoVote,,NoVote,NoVote,NoVote,AyeVote,NoVote,,,NoVote,AyeVote,AyeVote,AyeVote
516,E14000591,0.428875883,Dawn Butler MP,Brent Central,11122,226,2017 General Election,80499,27997,Lab Hold,52296,Dawn Butler,88.0,AyeVote,Dawn Butler,AyeVote,AyeVote,,NoVote,,NoVote,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
517,E14000865,0.4287932214093995,Mr Chris Leslie MP,Nottingham East,8079,409,2017 General Election,61760,19590,Lab Hold,39327,Mr Chris Leslie,91.0,AyeVote,Mr Chris Leslie,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
518,W07000080,0.428171979,Stephen Doughty MP,Cardiff South and Penarth,9873,708,2017 General Election,76499,14864,Lab Hold,50736,Stephen Doughty,91.0,AyeVote,Stephen Doughty,AyeVote,,AyeVote,NoVote,,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
519,E14001048,0.426940889,Rt Hon John Redwood MP,Wokingham,11997,855,2017 General Election,79111,18798,Con Hold,59690,John Redwood,71.0,NoVote,John Redwood,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote
520,E14000627,0.42653032637624316,Mary Robinson MP,Cheadle,9346,664,2017 General Election,73406,4507,Con Hold,54572,Mary Robinson,90.0,NoVote,Mary Robinson,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
521,E14000592,0.426117511,Barry Gardiner MP,Brent North,6896,236,2017 General Election,82567,17061,Lab Hold,56444,Barry Gardiner,90.0,AyeVote,Barry Gardiner,AyeVote,AyeVote,,NoVote,,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
522,E14000783,0.424353547,Jonathan Ashworth MP,Leicester South,7163,366,2017 General Election,75534,26261,Lab Hold,50517,Jonathan Ashworth,92.0,AyeVote,Jonathan Ashworth,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
523,S14000048,0.423965875,Patricia Gibson MP,North Ayrshire and Arran,5770,377,2017 General Election,73176,3633,SNP Hold,47433,Patricia Gibson,91.0,AyeVote,Patricia Gibson,,AyeVote,AyeVote,NoVote,,NoVote,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
524,E14000640,0.422757087,Christian Matheson MP,City of Chester,9909,687,2017 General Election,72859,9176,Lab Hold,56421,Christian Matheson,92.0,AyeVote,Christian Matheson,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
525,S14000028,0.421058823,John McNally MP,Falkirk,7671,443,2017 General Election,82240,4923,SNP Hold,53809,John McNally,89.0,AyeVote,John McNally,,AyeVote,AyeVote,,,,,,,,,,NoVote,NoVote
526,S14000043,0.42018303,Martyn Day MP,Linlithgow and East Falkirk,8636,423,2017 General Election,86186,2919,SNP Hold,56094,Martyn Day,87.0,AyeVote,Martyn Day,,AyeVote,AyeVote,NoVote,,NoVote,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
527,E14000676,0.41826349122842515,Mr Virendra Sharma MP,"Ealing, Southall",7205,199,2017 General Election,65188,22090,Lab Hold,45145,Mr Virendra Sharma,92.0,AyeVote,Mr Virendra Sharma,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
528,E14001019,0.41640274,Matt Western MP,Warwick and Leamington,12505,648,2017 General Election,74237,1206,Lab Gain,54055,Matt Western,89.0,AyeVote,Matt Western,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
529,S14000010,0.416221328,Dr Philippa Whitford MP,Central Ayrshire,5254,323,2017 General Election,68999,1267,SNP Hold,45087,Dr Philippa Whitford,93.0,AyeVote,Dr Philippa Whitford,,AyeVote,AyeVote,NoVote,,NoVote,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
530,E14000600,0.4159740642,Darren Jones MP,Bristol North West,13183,617,2017 General Election,75434,4761,Lab Gain,54096,Darren Jones,89.0,AyeVote,Darren Jones,AyeVote,,AyeVote,NoVote,,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
531,E14000741,0.415741752,Dr Matthew Offord MP,Hendon,9687,414,2017 General Election,76522,1072,Con Hold,52215,Dr Matthew Offord,92.0,NoVote,Dr Matthew Offord,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,NoVote
532,E14000697,0.415663302,Rt Hon Dominic Raab MP,Esher and Walton,15107,867,2017 General Election,80938,23298,Con Hold,59842,Dominic Raab,71.0,NoVote,Dominic Raab,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote
533,E14000908,0.414661238,Rt Hon Kenneth Clarke QC MP,Rushcliffe,11842,649,2017 General Election,74738,8010,Con Hold,58311,Mr Kenneth Clarke,68.0,,Mr Kenneth Clarke,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,NoVote,AyeVote,AyeVote,AyeVote,,NoVote,AyeVote,AyeVote,AyeVote
534,N06000007,0.4144275094480668,Michelle Gildernew MP,Fermanagh and South Tyrone,4991,301,2017 General Election,70601,875,SF Gain,53481,,,,,,,,,,,,,,,,,,
535,E14000719,0.41202344,Rt Hon Anne Milton MP,Guildford,14027,741,2017 General Election,75291,17040,Con Hold,55509,Anne Milton,69.0,,Anne Milton,AyeVote,,,NoVote,,,AyeVote,NoVote,,,NoVote,AyeVote,AyeVote,AyeVote
536,N06000014,0.4118350045749071,Paul Girvan MP,South Antrim,5163,510,2017 General Election,68244,3208,DUP Gain,43170,Paul Girvan,88.0,NoVote,Paul Girvan,NoVote,NoVote,NoVote,,,,NoVote,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote
537,E14000655,0.41168066041063994,Mr Steve Reed MP,Croydon North,10384,327,2017 General Election,87461,32365,Lab Hold,59623,Mr Steve Reed,90.0,AyeVote,Mr Steve Reed,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
538,E14000636,0.410745779,Rt Hon Theresa Villiers MP,Chipping Barnet,13957,490,2017 General Election,77218,353,Con Hold,55423,Theresa Villiers,76.0,NoVote,Theresa Villiers,NoVote,NoVote,NoVote,,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote
539,E14000832,0.410712554,Rt Hon Nicholas Brown MP,Newcastle upon Tyne East,9830,580,2017 General Election,61989,19261,Lab Hold,41637,Mr Nicholas Brown,73.0,AyeVote,Mr Nicholas Brown,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
540,S14000035,0.4086436703,Chris Stephens MP,Glasgow South West,5152,222,2017 General Election,62991,60,SNP Hold,35378,Chris Stephens,90.0,AyeVote,Chris Stephens,,AyeVote,AyeVote,NoVote,,NoVote,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
541,E14000770,0.408444531,Rt Hon Sir Edward Davey MP,Kingston and Surbiton,15688,649,2017 General Election,81588,4124,LD Gain,62178,Sir Edward Davey,76.0,AyeVote,Sir Edward Davey,NoVote,NoVote,AyeVote,NoVote,,,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
542,E14000953,0.407497131,Rt Hon Jeremy Hunt MP,South West Surrey,14309,834,2017 General Election,78042,21590,Con Hold,60432,Mr Jeremy Hunt,69.0,,Mr Jeremy Hunt,,,,,,,,,,,,AyeVote,AyeVote,AyeVote
543,S14000016,0.407456334,Chris Law MP,Dundee West,7195,277,2017 General Election,62644,5262,SNP Hold,38677,Chris Law,86.0,AyeVote,Chris Law,,AyeVote,AyeVote,NoVote,,NoVote,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
544,S14000032,0.406576167,Mr Paul Sweeney MP,Glasgow North East,5184,208,2017 General Election,59931,242,Lab Gain,31775,Mr Paul Sweeney,91.0,AyeVote,Mr Paul Sweeney,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
545,E14000864,0.405303001,Clive Lewis MP,Norwich South,12941,578,2017 General Election,74182,15596,Lab Hold,51359,Clive Lewis,88.0,AyeVote,Clive Lewis,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
546,S14000051,0.402813083,Rt Hon Alistair Carmichael MP,Orkney and Shetland,3808,321,2017 General Election,34164,4563,LD Hold,23277,Mr Alistair Carmichael,78.0,AyeVote,Mr Alistair Carmichael,NoVote,,AyeVote,NoVote,,,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
547,S14000039,0.401324389,Drew Hendry MP,"Inverness, Nairn, Badenoch and Strathspey",8774,478,2017 General Election,76844,4924,SNP Hold,52801,Drew Hendry,88.0,AyeVote,Drew Hendry,,AyeVote,AyeVote,NoVote,,NoVote,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
548,S14000054,0.399016464,Pete Wishart MP,Perth and North Perthshire,8129,430,2017 General Election,71762,21,SNP Hold,51525,Pete Wishart,89.0,,Pete Wishart,,AyeVote,AyeVote,NoVote,,NoVote,,,AyeVote,,NoVote,NoVote,NoVote,NoVote
549,S14000003,0.398381266,Neil Gray MP,Airdrie and Shotts,4198,270,2017 General Election,64146,195,SNP Hold,38002,Neil Gray,86.0,AyeVote,Neil Gray,,AyeVote,AyeVote,NoVote,,NoVote,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
550,E14000749,0.39793519538378075,Bim Afolami MP,Hitchin and Harpenden,14184,664,2017 General Election,75916,12031,Con Hold,58783,Bim Afolami,88.0,,Bim Afolami,,AyeVote,NoVote,NoVote,AyeVote,AyeVote,,NoVote,NoVote,NoVote,,AyeVote,AyeVote,AyeVote
551,E14001041,0.396373786,Steve Brine MP,Winchester,13528,763,2017 General Election,72497,9999,Con Hold,57156,Steve Brine,88.0,AyeVote,Steve Brine,AyeVote,AyeVote,,NoVote,AyeVote,AyeVote,AyeVote,NoVote,,,NoVote,AyeVote,AyeVote,AyeVote
552,N06000010,0.3961000683784867,Francie Molloy MP,Mid Ulster,4186,190,2017 General Election,68485,12890,SF Hold,46694,,,,,,,,,,,,,,,,,,
553,S14000050,0.395023841,Luke Graham MP,Ochil and South Perthshire,8464,445,2017 General Election,76767,3359,Con Gain,54168,Luke Graham,88.0,NoVote,Luke Graham,AyeVote,NoVote,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,,AyeVote,AyeVote,AyeVote
554,S14000040,0.394546665,Alan Brown MP,Kilmarnock and Loudoun,5568,327,2017 General Election,73327,6269,SNP Hold,46509,Alan Brown,87.0,AyeVote,Alan Brown,,AyeVote,AyeVote,NoVote,,NoVote,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
555,S14000005,0.3943239691,Brendan O'Hara MP,Argyll and Bute,8072,553,2017 General Election,67230,1328,SNP Hold,48069,Brendan O'Hara,90.0,AyeVote,Brendan O'Hara,,AyeVote,AyeVote,NoVote,,NoVote,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
556,S14000017,0.393928374,Douglas Chapman MP,Dunfermline and West Fife,8587,445,2017 General Election,75672,844,SNP Hold,51010,Douglas Chapman,91.0,AyeVote,Douglas Chapman,,AyeVote,AyeVote,NoVote,,NoVote,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
557,S14000058,0.39168773,Andrew Bowie MP,West Aberdeenshire and Kincardine,9060,453,2017 General Election,72477,7950,Con Gain,51625,Andrew Bowie,89.0,NoVote,Andrew Bowie,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
558,W07000051,0.391478544,Anna McMorrin MP,Cardiff North,10051,495,2017 General Election,67221,4174,Lab Gain,52022,Anna McMorrin,90.0,AyeVote,Anna McMorrin,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
559,E14001061,0.388206767,Rachael Maskell MP,York Central,12830,704,2017 General Election,77315,18575,Lab Hold,53088,Rachael Maskell,91.0,AyeVote,Rachael Maskell,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
560,S14000011,0.387765475,Hugh Gaffney MP,"Coatbridge, Chryston and Bellshill",5844,237,2017 General Election,71198,1586,Lab Gain,45040,Hugh Gaffney,89.0,AyeVote,Hugh Gaffney,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
561,E14000532,0.385878,Sir Graham Brady MP,Altrincham and Sale West,11376,661,2017 General Election,73226,6426,Con Hold,52790,Sir Graham Brady,91.0,NoVote,Sir Graham Brady,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote
562,E14000934,0.384889637,Heidi Allen MP,South Cambridgeshire,17697,889,2017 General Election,85257,15952,Con Hold,64924,Heidi Allen,88.0,AyeVote,Heidi Allen,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,,NoVote,NoVote,NoVote
563,S14000015,0.384116704,Stewart Hosie MP,Dundee East,6516,288,2017 General Election,65854,6645,SNP Hold,42928,Stewart Hosie,90.0,,Stewart Hosie,,,,NoVote,,NoVote,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
564,E14000889,0.382533265,Matt Rodda MP,Reading East,13682,557,2017 General Election,75537,3749,Lab Gain,55238,Matt Rodda,87.0,AyeVote,Matt Rodda,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
565,E14000808,0.38212184,Afzal Khan MP,"Manchester, Gorton",8743,277,2017 General Election,75362,31730,Lab Hold,45953,Afzal Khan,87.0,AyeVote,Afzal Khan,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
566,E14000874,0.38029241,Layla Moran MP,Oxford West and Abingdon,19062,647,2017 General Election,75574,816,LD Gain,60020,Layla Moran,88.0,AyeVote,Layla Moran,,,AyeVote,NoVote,,,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
567,S14000059,0.3800555298,Martin Docherty-Hughes MP,West Dunbartonshire,5635,269,2017 General Election,67602,2288,SNP Hold,44083,Martin Docherty-Hughes,94.0,AyeVote,Martin Docherty-Hughes,,AyeVote,AyeVote,NoVote,,NoVote,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
568,S14000045,0.3794096947,Danielle Rowley MP,Midlothian,7988,270,2017 General Election,68328,885,Lab Gain,45273,Danielle Rowley,91.0,AyeVote,Danielle Rowley,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
569,E14000692,0.37884815862817267,Bambos Charalambous MP,"Enfield, Southgate",11620,385,2017 General Election,65210,4355,Lab Gain,48328,Bambos Charalambous,93.0,AyeVote,Bambos Charalambous,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
570,E14000960,0.37832281,Mrs Anne Main MP,St Albans,15126,599,2017 General Election,72811,6109,Con Hold,56998,Mrs Anne Main,90.0,NoVote,Mrs Anne Main,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote
571,S14000047,0.377103561,Marion Fellows MP,Motherwell and Wishaw,4886,311,2017 General Election,68215,318,SNP Hold,41926,Marion Fellows,90.0,AyeVote,Marion Fellows,,AyeVote,AyeVote,NoVote,,NoVote,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
572,S14000056,0.375699018,Ged Killen MP,Rutherglen and Hamilton West,7461,329,2017 General Election,80098,265,Lab Gain,50872,Ged Killen,87.0,AyeVote,Ged Killen,AyeVote,,AyeVote,NoVote,,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
573,E14000779,0.374228475,Fabian Hamilton MP,Leeds North East,11384,413,2017 General Election,70112,16991,Lab Hold,52999,Fabian Hamilton,91.0,AyeVote,Fabian Hamilton,AyeVote,AyeVote,AyeVote,NoVote,,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
