,ons_code,euref,mp_x,constituency,revoke_sign_count,nodeal_sign_count,election,electorate,majority,resultOfElection,turnout,mp_name,mp_name_match,iv2_e,mp_y,iv2_c,iv2_d,iv2_g,iv1_b,iv1_d,iv1_h,iv1_j,iv1_k,iv1_l,iv1_m,iv1_o,mv3,mv2,mv1
124,E14001016,0.616275351,Rt Hon John Spellar MP,Warley,3325,438,2017 General Election,63739,16483,Lab Hold,40206,John Spellar,71.0,,John Spellar,AyeVote,NoVote,,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote
125,E14000929,0.615831667,Dr Caroline Johnson MP,Sleaford and North Hykeham,6048,1546,2017 General Election,90929,25237,Con Hold,65797,Dr Caroline Johnson,93.0,NoVote,Dr Caroline Johnson,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote
126,E14000590,0.615156402,James Cleverly MP,Braintree,5203,1133,2017 General Election,75316,18422,Con Hold,52326,James Cleverly,90.0,NoVote,James Cleverly,NoVote,NoVote,NoVote,,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
127,E14000778,0.61444348,Richard Burgon MP,Leeds East,3300,700,2017 General Election,65950,12752,Lab Hold,41441,Richard Burgon,90.0,AyeVote,Richard Burgon,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
128,E14000663,0.613534511,Rt Hon Margaret Beckett MP,Derby South,3963,696,2017 General Election,69918,11248,Lab Hold,45306,Margaret Beckett,76.0,AyeVote,Margaret Beckett,AyeVote,AyeVote,,NoVote,,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
129,E14000913,0.6131829,Rt Hon Robert Goodwill MP,Scarborough and Whitby,4679,1056,2017 General Election,73599,3435,Con Hold,50449,Mr Robert Goodwill,74.0,NoVote,Mr Robert Goodwill,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
130,E14000871,0.6130829723705791,Jim McMahon MP,Oldham West and Royton,2652,719,2017 General Election,72401,17198,Lab Hold,45788,Jim McMahon,88.0,,Jim McMahon,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,AyeVote,,,NoVote,NoVote,NoVote,NoVote
131,E14000594,0.611892869,Alex Burghart MP,Brentwood and Ongar,6106,1161,2017 General Election,75067,24002,Con Hold,52910,Alex Burghart,90.0,NoVote,Alex Burghart,NoVote,NoVote,NoVote,,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,,AyeVote,AyeVote,AyeVote
132,E14000693,0.610112858,Rt Hon Dame Eleanor Laing MP,Epping Forest,6656,959,2017 General Election,74737,18243,Con Hold,50779,,,,,,,,,,,,,,,,,,
133,E14001053,0.61010184,Sue Hayman MP,Workington,3405,819,2017 General Election,60265,3925,Lab Hold,41676,Sue Hayman,87.0,AyeVote,Sue Hayman,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
134,E14000714,0.609959141,Nick Boles MP,Grantham and Stamford,6207,1460,2017 General Election,81740,20094,Con Hold,56593,Nick Boles,87.0,AyeVote,Nick Boles,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,,NoVote,AyeVote,AyeVote,AyeVote
135,E14000892,0.609899582,Rachel Maclean MP,Redditch,4236,965,2017 General Election,64413,7363,Con Hold,45203,Rachel Maclean,90.0,NoVote,Rachel Maclean,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote
136,E14000769,0.6098836886,Mr Philip Hollobone MP,Kettering,5079,1114,2017 General Election,71440,10562,Con Hold,49404,Mr Philip Hollobone,93.0,NoVote,Mr Philip Hollobone,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote
137,E14000661,0.6098402815376286,Andrew Gwynne MP,Denton and Reddish,3998,770,2017 General Election,67674,14077,Lab Hold,39599,Andrew Gwynne,90.0,AyeVote,Andrew Gwynne,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,AyeVote,,,NoVote,NoVote,NoVote,NoVote
138,E14000806,0.609560321,Rt Hon John Whittingdale MP,Maldon,4782,1295,2017 General Election,71470,23430,Con Hold,50202,Mr John Whittingdale,77.0,NoVote,Mr John Whittingdale,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote
139,E14000899,0.609203445,James Duddridge MP,Rochford and Southend East,5327,1105,2017 General Election,73501,5548,Con Hold,47248,James Duddridge,91.0,NoVote,James Duddridge,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote
140,E14000569,0.608859751,Helen Goodman MP,Bishop Auckland,3353,892,2017 General Election,67661,502,Lab Hold,43281,Helen Goodman,90.0,AyeVote,Helen Goodman,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,NoVote,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
141,E14000583,0.608293639,David Tredinnick MP,Bosworth,5384,1197,2017 General Election,81661,18351,Con Hold,56168,David Tredinnick,91.0,NoVote,David Tredinnick,NoVote,AyeVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
142,W07000053,0.607752165,Nick Thomas-Symonds MP,Torfaen,3186,681,2017 General Election,61839,10240,Lab Hold,38429,Nick Thomas-Symonds,93.0,AyeVote,Nick Thomas-Symonds,AyeVote,AyeVote,,NoVote,,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
143,E14000858,0.6069847772,Andrew Bridgen MP,North West Leicestershire,5143,1004,2017 General Election,75362,13286,Con Hold,53541,Andrew Bridgen,90.0,NoVote,Andrew Bridgen,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote
144,E14000876,0.606512766,Angela Smith MP,Penistone and Stocksbridge,4670,1043,2017 General Election,71293,1322,Lab Hold,49787,Angela Smith,89.0,AyeVote,Angela Smith,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
145,E14000620,0.606437746,John Stevenson MP,Carlisle,3727,958,2017 General Election,62294,2599,Con Hold,43056,John Stevenson,90.0,NoVote,John Stevenson,NoVote,AyeVote,NoVote,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
146,E14000816,0.605981283,George Freeman MP,Mid Norfolk,6145,1146,2017 General Election,80027,16086,Con Hold,55668,George Freeman,90.0,,George Freeman,,,,,AyeVote,AyeVote,AyeVote,NoVote,NoVote,,NoVote,AyeVote,AyeVote,AyeVote
147,E14000575,0.604948533,Mr Ronnie Campbell MP,Blyth Valley,3357,925,2017 General Election,63415,7915,Lab Hold,42490,Mr Ronnie Campbell,92.0,NoVote,Mr Ronnie Campbell,NoVote,NoVote,NoVote,AyeVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,,NoVote,NoVote
148,E14001045,0.604684297,Rt Hon Priti Patel MP,Witham,5255,1028,2017 General Election,69137,18646,Con Hold,49241,Priti Patel,69.0,NoVote,Priti Patel,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote
149,W07000052,0.604499008,Chris Bryant MP,Rhondda,2140,442,2017 General Election,50514,13746,Lab Hold,32936,Chris Bryant,89.0,AyeVote,Chris Bryant,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,NoVote,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
150,E14000743,0.604175582,Jesse Norman MP,Hereford and South Herefordshire,6197,974,2017 General Election,71088,15013,Con Hold,50484,Jesse Norman,89.0,NoVote,Jesse Norman,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
151,E14000935,0.6035100097,Mrs Heather Wheeler MP,South Derbyshire,5184,1089,2017 General Election,76380,11970,Con Hold,52631,Mrs Heather Wheeler,93.0,NoVote,Mrs Heather Wheeler,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote
152,E14000840,0.60304872,Rt Hon Kevan Jones MP,North Durham,3531,849,2017 General Election,66970,12939,Lab Hold,43284,Mr Kevan Jones,69.0,NoVote,Mr Kevan Jones,AyeVote,,,NoVote,NoVote,NoVote,AyeVote,AyeVote,,NoVote,NoVote,NoVote,NoVote,NoVote
153,E14000959,0.60299599,Kwasi Kwarteng MP,Spelthorne,6942,984,2017 General Election,72641,13425,Con Hold,50115,Kwasi Kwarteng,90.0,NoVote,Kwasi Kwarteng,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
154,E14000955,0.602947341,Royston Smith MP,"Southampton, Itchen",6934,918,2017 General Election,71722,31,Con Hold,46783,Royston Smith,90.0,NoVote,Royston Smith,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote
155,E14000653,0.602891232,Laura Smith MP,Crewe and Nantwich,5924,1027,2017 General Election,78895,48,Lab Gain,55027,Laura Smith,88.0,NoVote,Laura Smith,AyeVote,NoVote,,NoVote,NoVote,NoVote,AyeVote,AyeVote,,NoVote,NoVote,NoVote,NoVote,NoVote
156,E14000861,0.6027129,Michael Ellis MP,Northampton North,4476,764,2017 General Election,58861,807,Con Hold,40378,Michael Ellis,90.0,NoVote,Michael Ellis,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
157,E14000837,0.601925003,Scott Mann MP,North Cornwall,5817,1071,2017 General Election,68844,7200,Con Hold,50944,Scott Mann,87.0,NoVote,Scott Mann,NoVote,NoVote,NoVote,AyeVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,NoVote
158,E14000827,0.601781451,Rt Hon Dr Julian Lewis MP,New Forest East,6230,1073,2017 General Election,72602,21995,Con Hold,51366,Dr Julian Lewis,75.0,NoVote,Dr Julian Lewis,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote
159,E14000648,0.601468893,Tom Pursglove MP,Corby,6202,1244,2017 General Election,83020,2690,Con Hold,59997,Tom Pursglove,90.0,NoVote,Tom Pursglove,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote
160,W07000049,0.60124484,Stephen Kinnock MP,Aberavon,2599,543,2017 General Election,49892,16761,Lab Hold,33268,Stephen Kinnock,91.0,AyeVote,Stephen Kinnock,AyeVote,AyeVote,,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,,,NoVote,NoVote,NoVote,NoVote
161,E14000568,0.601,Jess Phillips MP,"Birmingham, Yardley",3196,584,2017 General Election,72581,16574,Lab Hold,44502,Jess Phillips,90.0,AyeVote,Jess Phillips,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
162,E14000540,0.599748796,Rt Hon Dame Margaret Hodge MP,Barking,4524,559,2017 General Election,77022,21608,Lab Hold,47679,Dame Margaret Hodge,79.0,AyeVote,Dame Margaret Hodge,AyeVote,,AyeVote,NoVote,,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
163,E14000921,0.599736792,Gill Furniss MP,"Sheffield, Brightside and Hillsborough",3811,733,2017 General Election,70344,19143,Lab Hold,41870,Gill Furniss,89.0,AyeVote,Gill Furniss,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
164,E14000638,0.599639612,Sir Christopher Chope MP,Christchurch,5527,1050,2017 General Election,70309,25171,Con Hold,50634,Sir Christopher Chope,93.0,NoVote,Sir Christopher Chope,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote
165,E14000982,0.5993816529371485,Julie Elliott MP,Sunderland Central,3923,914,2017 General Election,72728,9997,Lab Hold,45111,Julie Elliott,90.0,AyeVote,Julie Elliott,AyeVote,,,NoVote,,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
166,E14000870,0.5992043445314473,Debbie Abrahams MP,Oldham East and Saddleworth,4032,833,2017 General Election,72184,8182,Lab Hold,47037,Debbie Abrahams,91.0,AyeVote,Debbie Abrahams,AyeVote,,,NoVote,,NoVote,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
167,W07000062,0.598838563,Susan Elan Jones MP,Clwyd South,3503,564,2017 General Election,53729,4356,Lab Hold,37474,Susan Elan Jones,91.0,AyeVote,Susan Elan Jones,AyeVote,,AyeVote,NoVote,,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
168,E14001060,0.598655446,Mr Marcus Fysh MP,Yeovil,6116,1204,2017 General Election,82916,14723,Con Hold,59404,Mr Marcus Fysh,90.0,NoVote,Mr Marcus Fysh,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote
169,E14000536,0.598619474,Rt Hon Damian Green MP,Ashford,7674,1355,2017 General Election,87387,17478,Con Hold,59879,Damian Green,71.0,NoVote,Damian Green,AyeVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,,AyeVote,AyeVote,AyeVote
170,E14000849,0.598481185,Rt Hon Owen Paterson MP,North Shropshire,5526,1206,2017 General Election,80535,16355,Con Hold,55599,Mr Owen Paterson,72.0,NoVote,Mr Owen Paterson,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote
171,E14000826,0.598172774,Andrea Jenkyns MP,Morley and Outwood,4991,1138,2017 General Election,76495,2104,Con Hold,52357,Andrea Jenkyns,90.0,NoVote,Andrea Jenkyns,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote
172,E14001054,0.5979113324328138,Barbara Keeley MP,Worsley and Eccles South,4920,874,2017 General Election,73689,8379,Lab Hold,45642,Barbara Keeley,90.0,AyeVote,Barbara Keeley,AyeVote,AyeVote,,NoVote,,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
173,E14000772,0.597896657,Diana Johnson MP,Kingston upon Hull North,4047,749,2017 General Election,64665,14322,Lab Hold,37122,Diana Johnson,90.0,AyeVote,Diana Johnson,AyeVote,AyeVote,,NoVote,AyeVote,NoVote,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
174,E14000548,0.596283976,Tracy Brabin MP,Batley and Spen,3511,939,2017 General Election,80161,8961,Lab Hold,53780,Tracy Brabin,89.0,AyeVote,Tracy Brabin,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,AyeVote,,,NoVote,NoVote,NoVote,NoVote
175,E14000853,0.595207188,Mary Glindon MP,North Tyneside,5321,1034,2017 General Election,78914,19284,Lab Hold,51892,Mary Glindon,89.0,NoVote,Mary Glindon,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,AyeVote,,,NoVote,NoVote,NoVote,NoVote
176,E14000936,0.594456091,Richard Drax MP,South Dorset,6037,1153,2017 General Election,72323,11695,Con Hold,51906,Richard Drax,89.0,NoVote,Richard Drax,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote
177,E14000915,0.594357506,Phil Wilson MP,Sedgefield,3107,915,2017 General Election,63889,6059,Lab Hold,41591,Phil Wilson,88.0,AyeVote,Phil Wilson,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
178,E14000818,0.593865282,Nigel Huddleston MP,Mid Worcestershire,5960,1039,2017 General Election,76057,23326,Con Hold,55089,Nigel Huddleston,91.0,NoVote,Nigel Huddleston,,,NoVote,,,,,NoVote,NoVote,NoVote,,AyeVote,AyeVote,AyeVote
179,W07000055,0.593309312,Jessica Morden MP,Newport East,3671,655,2017 General Election,57233,8003,Lab Hold,36820,Jessica Morden,90.0,AyeVote,Jessica Morden,AyeVote,AyeVote,,NoVote,,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
180,E14000992,0.593223132,Mark Pritchard MP,The Wrekin,4478,907,2017 General Election,68604,9564,Con Hold,49523,Mark Pritchard,90.0,NoVote,Mark Pritchard,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote
181,E14000632,0.592932532,Toby Perkins MP,Chesterfield,4507,857,2017 General Election,72069,9605,Lab Hold,47927,Toby Perkins,89.0,AyeVote,Toby Perkins,AyeVote,,NoVote,NoVote,AyeVote,NoVote,AyeVote,AyeVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote
182,E14000967,0.5929072930063884,Jonathan Reynolds MP,Stalybridge and Hyde,4456,877,2017 General Election,71409,8084,Lab Hold,42457,Jonathan Reynolds,92.0,AyeVote,Jonathan Reynolds,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
183,E14000647,0.591965837,Trudy Harrison MP,Copeland,3705,915,2017 General Election,61751,1695,Con Gain,42927,Trudy Harrison,90.0,NoVote,Trudy Harrison,NoVote,NoVote,NoVote,AyeVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
184,E14000800,0.591531961,Kelvin Hopkins MP,Luton North,3358,459,2017 General Election,66811,14364,Lab Hold,46622,Kelvin Hopkins,90.0,NoVote,Kelvin Hopkins,NoVote,NoVote,NoVote,,,,,,,,,,NoVote,NoVote
185,E14000734,0.589955845,Sir Bernard Jenkin MP,Harwich and North Essex,6500,1099,2017 General Election,71294,14356,Con Hold,51141,Sir Bernard Jenkin,92.0,NoVote,Sir Bernard Jenkin,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote
186,E14000862,0.589952188,Andrew Lewer MP,Northampton South,5023,796,2017 General Election,61766,1159,Con Hold,41034,Andrew Lewer,89.0,NoVote,Andrew Lewer,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote
187,W07000077,0.58939917,Chris Evans MP,Islwyn,2800,596,2017 General Election,56256,11412,Lab Hold,36093,Chris Evans,88.0,,Chris Evans,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,AyeVote,,,NoVote,NoVote,NoVote,NoVote
188,E14000902,0.589357362,Jake Berry MP,Rossendale and Darwen,4634,1142,2017 General Election,72486,3216,Con Hold,50156,Jake Berry,87.0,NoVote,Jake Berry,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
189,W07000074,0.589024508,Chris Elmore MP,Ogmore,3108,582,2017 General Election,57125,13871,Lab Hold,37204,Chris Elmore,89.0,AyeVote,Chris Elmore,AyeVote,AyeVote,AyeVote,NoVote,,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
190,E14000723,0.5882165334240517,Holly Lynch MP,Halifax,3792,886,2017 General Election,71224,5376,Lab Hold,48276,Holly Lynch,88.0,AyeVote,Holly Lynch,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
191,E14000712,0.58812171,Richard Graham MP,Gloucester,5970,1026,2017 General Election,82965,5520,Con Hold,54071,Richard Graham,90.0,NoVote,Richard Graham,AyeVote,NoVote,NoVote,NoVote,,,,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
192,E14000812,0.5880843467588976,Rt Hon Dame Caroline Spelman MP,Meriden,6039,1000,2017 General Election,81443,19198,Con Hold,54643,Dame Caroline Spelman,81.0,,Dame Caroline Spelman,AyeVote,AyeVote,,NoVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
193,E14000556,0.587394756,Graham Stuart MP,Beverley and Holderness,5202,1259,2017 General Election,80657,14042,Con Hold,55638,Graham Stuart,90.0,NoVote,Graham Stuart,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote
194,E14000894,0.587308918,Mr Nigel Evans MP,Ribble Valley,5743,1081,2017 General Election,77968,13199,Con Hold,55200,Mr Nigel Evans,90.0,NoVote,Mr Nigel Evans,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,NoVote
195,E14000700,0.58670455,Helen Whately MP,Faversham and Mid Kent,6786,980,2017 General Election,66425,17413,Con Hold,49749,Helen Whately,90.0,NoVote,Helen Whately,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote
196,E14000905,0.586175818,Mark Pawsey MP,Rugby,6387,991,2017 General Election,72175,8212,Con Hold,51336,Mark Pawsey,88.0,NoVote,Mark Pawsey,AyeVote,AyeVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
197,E14000660,0.585894934,Chris Heaton-Harris MP,Daventry,6986,1210,2017 General Election,75268,21734,Con Hold,55663,Chris Heaton-Harris,93.0,NoVote,Chris Heaton-Harris,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
198,E14000652,0.584136714,Henry Smith MP,Crawley,5820,874,2017 General Election,73425,2457,Con Hold,50273,Henry Smith,88.0,NoVote,Henry Smith,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote
199,E14000616,0.584128528,George Eustice MP,Camborne and Redruth,5934,907,2017 General Election,68419,1577,Con Hold,48456,George Eustice,90.0,NoVote,George Eustice,NoVote,AyeVote,NoVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote
200,E14000848,0.584002867,Rt Hon Norman Lamb MP,North Norfolk,5167,1082,2017 General Election,69271,3512,LD Hold,52188,Norman Lamb,69.0,AyeVote,Norman Lamb,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,,,AyeVote,NoVote,NoVote,NoVote,NoVote
201,E14000962,0.583928578,Conor McGinn MP,St Helens North,4288,852,2017 General Election,76088,18406,Lab Hold,50222,Conor McGinn,89.0,AyeVote,Conor McGinn,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
202,E14000650,0.5837436,Mr Geoffrey Robinson MP,Coventry North West,5511,812,2017 General Election,75196,8580,Lab Hold,49849,Mr Geoffrey Robinson,93.0,AyeVote,Mr Geoffrey Robinson,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,AyeVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote
203,E14000650,0.5837436,Mr Geoffrey Robinson MP,Coventry North West,5511,812,2017 General Election,75196,8580,Lab Hold,49849,Mr Geoffrey Cox,68.0,,Mr Geoffrey Cox,,,,,,,,,,,,AyeVote,AyeVote,AyeVote
204,W07000071,0.583543388,Gerald Jones MP,Merthyr Tydfil and Rhymney,2357,546,2017 General Election,55463,16334,Lab Hold,33545,Gerald Jones,89.0,AyeVote,Gerald Jones,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
205,E14000688,0.583419781,Justin Madders MP,Ellesmere Port and Neston,5113,722,2017 General Election,68666,11390,Lab Hold,50939,Justin Madders,90.0,AyeVote,Justin Madders,AyeVote,AyeVote,,NoVote,AyeVote,NoVote,AyeVote,AyeVote,,NoVote,NoVote,NoVote,NoVote,NoVote
206,E14000737,0.582450013,Rt Hon John McDonnell MP,Hayes and Harlington,4331,513,2017 General Election,73268,18115,Lab Hold,47802,John McDonnell,74.0,AyeVote,John McDonnell,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
207,E14000825,0.581856206,David Morris MP,Morecambe and Lunesdale,4729,869,2017 General Election,66818,1399,Con Hold,45657,David Morris,89.0,NoVote,David Morris,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
208,E14000940,0.581420532,Alberto Costa MP,South Leicestershire,5761,1009,2017 General Election,78985,18631,Con Hold,56689,Alberto Costa,90.0,NoVote,Alberto Costa,AyeVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
209,E14000578,0.581127597,Sir David Crausby MP,Bolton North East,3592,797,2017 General Election,67233,3797,Lab Hold,45183,Sir David Crausby,92.0,AyeVote,Sir David Crausby,AyeVote,AyeVote,,NoVote,AyeVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
210,E14000658,0.580996502,Jenny Chapman MP,Darlington,4242,861,2017 General Election,66341,3280,Lab Hold,44817,Jenny Chapman,90.0,AyeVote,Jenny Chapman,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
211,E14000949,0.580834155,Andrew Selous MP,South West Bedfordshire,6830,1018,2017 General Election,79658,14168,Con Hold,55635,Andrew Selous,90.0,NoVote,Andrew Selous,NoVote,NoVote,NoVote,,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,,AyeVote,AyeVote,AyeVote
212,E14001017,0.580743911,Helen Jones MP,Warrington North,4844,872,2017 General Election,71918,9582,Lab Hold,48517,Helen Jones,88.0,NoVote,Helen Jones,AyeVote,AyeVote,NoVote,NoVote,AyeVote,NoVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote
